chr	windowStart	windowEnd	D	f_d	f_dM
chr3L	1287247	1287790	-0.085204	-0.218127	-0.050226
chr3L	1287791	1288364	-0.103228	-0.223723	-0.077279
chr3L	1288372	1289425	0.055736	0.095224	0.058639
chr3L	1289428	1289829	-0.150611	-0.422186	-0.155314
chr3L	1289913	1290595	-0.038103	-0.091122	-0.047048
chr3L	1290680	1291395	0.027939	0.039185	0.024272
chr3L	1291396	1292359	0.155497	0.160910	0.049673
chr3L	1292360	1293207	-0.285578	1.222422	-0.182619
chr3L	1293234	1293650	0.251562	0.239040	0.211524
chr3L	1293654	1294494	-0.225407	-0.940666	-0.200226
chr3L	1294527	1295569	0.182425	0.193667	0.077439
chr3L	1295575	1296404	-0.014038	-0.015002	-0.006300
chr3L	1296437	1297485	0.271004	0.359763	0.239740
chr3L	1297551	1298422	0.026274	0.070885	0.016777
chr3L	1298454	1299058	-0.210372	-0.539527	-0.213814
chr3L	1299070	1300191	0.103048	0.147762	0.083596
chr3L	1300235	1300734	0.116372	0.131665	0.089971
chr3L	1300745	1301737	-0.124416	-0.694617	-0.245817
chr3L	1301740	1302897	0.031129	0.052065	0.036394
chr3L	1302908	1304097	0.327678	0.334749	0.268366
chr3L	1304130	1304859	-0.047357	-0.105409	-0.050996
chr3L	1304873	1305231	-0.059647	-0.233787	-0.093925
chr3L	1305271	1306221	0.243993	0.382616	0.311402
chr3L	1306241	1307068	0.102795	0.212409	0.163332
chr3L	1307112	1308605	0.106727	0.364169	0.174761
chr3L	1308916	1309812	0.387717	0.526493	0.453215
chr3L	1309853	1310461	0.324676	0.639375	0.524086
chr3L	1310465	1311081	0.185343	0.514847	0.364552
chr3L	1311090	1312274	0.738227	0.896981	0.726561
chr3L	1312381	1313529	0.616498	0.812491	0.736152
chr3L	1313544	1314775	0.217003	0.545789	0.284233
chr3L	1314802	1315784	0.191296	0.806220	0.190227
chr3L	1315836	1316709	0.195167	0.553294	0.237528
chr3L	1316714	1318005	0.322323	0.587509	0.384333
chr3L	1318012	1319283	0.278382	0.839784	0.418520
chr3L	1319308	1320022	0.114767	0.233485	0.115067
chr3L	1320023	1320734	0.152190	0.342174	0.240548
chr3L	1320737	1321285	0.078869	0.358636	0.134624
chr3L	1321477	1321848	0.155112	0.232458	0.148140
chr3L	1321886	1322553	0.035680	0.096554	0.057597
chr3L	1322557	1323388	-0.236906	-0.697498	-0.242885
chr3L	1323401	1323863	0.198899	0.308463	0.211278
chr3L	1323875	1324635	0.066064	0.137027	0.084527
chr3L	1324759	1325392	-0.067219	-0.296963	-0.107908
chr3L	1325397	1326592	-0.131867	-0.627635	-0.159566
chr3L	1326689	1327027	0.058129	0.099193	0.065740
chr3L	1327089	1327783	-0.011589	-0.022981	-0.016821
chr3L	1327794	1328496	-0.104726	-0.349138	-0.169100
chr3L	1328565	1329746	-0.004201	-0.009116	-0.003364
chr3L	1329767	1330121	0.009512	0.021441	0.012593
chr3L	1330218	1330746	-0.101805	-0.210550	-0.117589
chr3L	1330753	1331663	0.122473	0.398449	0.265889
chr3L	1331729	1332505	0.187010	0.314441	0.175973
chr3L	1332607	1333136	-0.037444	-0.068611	-0.042574
chr3L	1333163	1333409	0.056538	0.080469	0.069717
chr3L	1333441	1334291	0.111230	0.339017	0.115955
chr3L	1334301	1334804	-0.033714	-0.138875	-0.056242
chr3L	1334850	1335640	0.018356	0.036941	0.021154
chr3L	1335662	1336568	-0.165357	-1.201713	-0.269788
chr3L	1336634	1337658	-0.268540	-1.409581	-0.275119
chr3L	1337661	1338465	-0.061774	-0.895399	-0.072564
chr3L	1338527	1339188	0.418977	0.545894	0.380509
chr3L	1339269	1340572	-0.238522	-0.481796	-0.203259
chr3L	1340574	1341675	-0.000254	-0.000458	-0.000251
chr3L	1341703	1342704	-0.103021	-0.690677	-0.161794
chr3L	1342727	1344420	-0.006319	-0.010149	-0.006911
chr3L	1344451	1345172	-0.006613	-0.011936	-0.004938
chr3L	1345208	1345940	-0.116775	-0.417184	-0.092610
chr3L	1346017	1347141	0.092487	0.100367	0.057229
chr3L	1347147	1347768	0.210834	0.377244	0.183761
chr3L	1347788	1348768	0.242435	0.441134	0.159769
chr3L	1348822	1350494	0.308029	0.469999	0.153664
chr3L	1350551	1351971	-0.107503	-0.192220	-0.086689
chr3L	1352006	1352485	0.490167	0.607216	0.353807
chr3L	1352505	1353650	-0.203825	-0.460945	-0.094341
chr3L	1353678	1354425	0.102558	0.136479	0.083782
chr3L	1354449	1355060	-0.032903	-0.085107	-0.012627
chr3L	1355089	1355949	-0.127360	-0.163708	-0.080898
chr3L	1356009	1356429	0.357003	0.368766	0.248522
chr3L	1356463	1357320	-0.093993	-0.131000	-0.045407
chr3L	1357420	1357952	0.060869	0.128272	0.062739
chr3L	1357996	1358525	-0.099502	-0.635196	-0.092438
chr3L	1358535	1359175	-0.053680	-0.161711	-0.072249
chr3L	1359193	1359890	-0.031680	-0.055547	-0.035964
chr3L	1359944	1360535	0.165828	0.319803	0.249424
chr3L	1360586	1361415	0.267130	0.289237	0.234863
chr3L	1361442	1362196	0.120278	0.371400	0.183949
chr3L	1362315	1363163	0.417855	0.604788	0.491072
chr3L	1363194	1363862	0.010093	0.035051	0.012063
chr3L	1363902	1364334	0.320401	0.486697	0.368290
chr3L	1364350	1364939	-0.013854	-0.034697	-0.023655
chr3L	1364954	1365356	0.279582	0.442713	0.374112
chr3L	1365363	1366160	0.098937	0.197528	0.116900
chr3L	1366209	1366878	0.097724	0.174463	0.135572
chr3L	1366969	1367609	0.104204	0.262107	0.166611
chr3L	1367655	1368322	0.035733	0.071129	0.042215
chr3L	1368324	1369060	-0.135792	-0.369906	-0.225525
chr3L	1369062	1369476	-0.002407	-0.006841	-0.004852
chr3L	1369493	1370368	0.027213	0.072045	0.039259
chr3L	1370388	1371490	0.151598	0.239166	0.182184
chr3L	1371612	1372236	0.079748	0.101590	0.070878
chr3L	1372253	1373034	-0.096211	-0.264080	-0.111335
chr3L	1373128	1373918	0.223572	0.183196	0.148236
chr3L	1374014	1374509	0.413968	0.377032	0.318809
chr3L	1374554	1375279	0.440245	0.491608	0.465489
chr3L	1375307	1376164	0.187887	0.327422	0.217051
chr3L	1376172	1376488	-0.190821	-1.340766	-0.294365
chr3L	1376495	1377243	-0.318702	-0.308351	-0.161331
chr3L	1377364	1378359	0.242566	0.363282	0.310111
chr3L	1378432	1379051	-0.035008	-0.074622	-0.038759
chr3L	1379052	1379687	0.154872	0.295953	0.147339
chr3L	1379750	1380376	-0.040414	-0.141875	-0.049882
chr3L	1380390	1380883	0.106088	0.166080	0.140456
chr3L	1380908	1381673	-0.157855	-1.033817	-0.167164
chr3L	1381683	1382326	0.118708	0.109243	0.070029
chr3L	1382366	1383534	-0.389539	-1.171515	-0.480496
chr3L	1383634	1384987	-0.352887	-0.457893	-0.223870
chr3L	1384992	1385378	0.097465	0.138145	0.113833
chr3L	1385500	1386182	0.192433	0.180023	0.103023
chr3L	1386207	1386580	0.016259	0.019753	0.013367
chr3L	1386605	1387120	-0.260236	-0.438464	-0.198523
chr3L	1387144	1388024	0.222415	0.432290	0.138668
chr3L	1388077	1388723	-0.064605	-0.108613	-0.074402
chr3L	1388759	1389463	-0.025819	-0.054185	-0.029406
chr3L	1389547	1390084	0.123138	0.229068	0.161587
chr3L	1390238	1390736	0.093336	0.115015	0.090509
chr3L	1390781	1391289	-0.146485	-0.317907	-0.189648
chr3L	1391317	1391774	0.259550	0.191022	0.154659
chr3L	1391778	1392914	-0.049944	-0.087675	-0.063496
chr3L	1392921	1393846	-0.091504	-0.227878	-0.107566
chr3L	1393847	1394640	-0.140662	-0.372817	-0.134590
chr3L	1394652	1395582	-0.203262	-0.589027	-0.234508
chr3L	1395583	1396535	0.096820	0.066353	0.058855
chr3L	1396585	1397546	0.022832	0.055369	0.017444
chr3L	1397598	1398493	-0.022019	-0.030634	-0.022081
chr3L	1398509	1398933	-0.018550	-0.034409	-0.022366
chr3L	1398939	1399530	0.350494	0.556458	0.376008
chr3L	1399537	1400050	0.046526	0.043098	0.037054
chr3L	1400051	1400527	0.311271	0.479316	0.334506
chr3L	1400557	1401115	0.223478	0.265086	0.149910
chr3L	1401254	1402053	-0.140757	-0.300107	-0.076127
chr3L	1402077	1402966	-0.306570	-1.122311	-0.333029
chr3L	1403015	1403914	0.673502	0.440372	0.231643
chr3L	1403918	1404811	-0.038404	-0.055441	-0.028974
chr3L	1404844	1405701	0.253726	0.328268	0.221256
chr3L	1405717	1406619	-0.043421	-0.054163	-0.030855
chr3L	1406643	1407676	0.393528	0.404888	0.303020
chr3L	1407688	1408417	-0.064851	-0.263923	-0.139331
chr3L	1408426	1409588	-0.195994	-6.664692	-0.174942
chr3L	1409611	1410521	0.116682	0.144404	0.112861
chr3L	1410588	1411159	0.037807	0.074287	0.048774
chr3L	1411174	1411543	0.169710	0.187449	0.151250
chr3L	1411554	1412136	-0.057131	-0.123052	-0.058272
chr3L	1412167	1412490	-0.185243	-0.334520	-0.222545
chr3L	1412509	1412790	0.057415	0.094530	0.056083
chr3L	1412795	1413365	-0.056113	-0.092396	-0.058813
chr3L	1413497	1414093	-0.303466	-1.057430	-0.285017
chr3L	1414100	1414663	0.028584	0.069088	0.032408
chr3L	1414749	1415391	0.247994	0.510364	0.225813
chr3L	1415392	1416476	0.172489	0.292681	0.205749
chr3L	1416479	1416962	-0.082438	-0.209943	-0.108336
chr3L	1417004	1417465	0.053151	0.147895	0.065147
chr3L	1417481	1418244	0.092149	0.152428	0.105859
chr3L	1418305	1418959	-0.082258	-0.495254	-0.137249
chr3L	1418995	1419658	0.190440	0.315448	0.229773
chr3L	1419673	1420552	0.127365	0.207545	0.157012
chr3L	1420554	1421136	0.104024	0.239117	0.135979
chr3L	1421159	1421599	-0.267608	-0.618686	-0.324911
chr3L	1421662	1422484	0.014992	0.056821	0.026679
chr3L	1422547	1423090	-0.185265	-0.363831	-0.200005
chr3L	1423111	1423612	0.031517	0.047603	0.039313
chr3L	1423631	1424797	-0.024000	-0.026516	-0.021962
chr3L	1430026	1430661	0.115827	0.186177	0.122843
chr3L	1430692	1431122	-0.049141	-0.107825	-0.073914
chr3L	1431156	1431868	0.187870	0.244582	0.166147
chr3L	1432044	1432577	0.217396	0.398736	0.189435
chr3L	1432594	1433487	0.054513	0.061635	0.047865
chr3L	1433489	1434237	-0.195288	-0.346161	-0.214319
chr3L	1434259	1434809	-0.023845	-0.040680	-0.026480
chr3L	1434820	1435875	-0.023496	-0.062368	-0.034622
chr3L	1435881	1436231	0.135920	0.337408	0.155187
chr3L	1436239	1436996	0.105245	0.229557	0.128319
chr3L	1436999	1437505	0.147937	0.283129	0.208824
chr3L	1437541	1438103	-0.050489	-0.129210	-0.071444
chr3L	1438148	1438751	-0.042370	-0.118300	-0.040073
chr3L	1438752	1439371	-0.118255	-0.382741	-0.147964
chr3L	1439372	1439857	0.041023	0.055841	0.035178
chr3L	1439871	1440746	0.004166	0.007623	0.003778
chr3L	1440799	1441809	-0.129722	-0.379527	-0.113309
chr3L	1441821	1443064	0.157239	0.171873	0.083152
chr3L	1443084	1444377	0.065099	0.074413	0.049530
chr3L	1444387	1444847	-0.275266	-0.332985	-0.180409
chr3L	1444851	1445638	0.156731	0.188753	0.152783
chr3L	1445742	1446834	0.383941	0.481677	0.267236
chr3L	1446859	1448018	-0.146628	-0.395546	-0.110261
chr3L	1448126	1448881	0.021552	0.033597	0.024010
chr3L	1448898	1450182	0.006047	0.016250	0.008497
chr3L	1450264	1451451	-0.008907	-0.011907	-0.007443
chr3L	1451508	1452438	0.229417	0.335591	0.259465
chr3L	1452448	1453381	-0.073223	-0.260718	-0.119338
chr3L	1453390	1453581	-0.134304	20.417065	-0.279338
chr3L	1453601	1454678	-0.144132	-0.265971	-0.122216
chr3L	1454696	1455586	0.006087	0.006491	0.004630
chr3L	1455622	1456222	0.095048	0.207047	0.117492
chr3L	1456253	1456954	-0.050458	-0.088353	-0.056381
chr3L	1457032	1457647	-0.034660	-0.058840	-0.040920
chr3L	1457668	1458267	-0.256111	-0.547649	-0.261126
chr3L	1458270	1459319	-0.291879	-0.761286	-0.309972
chr3L	1459345	1460369	0.021326	0.029339	0.023761
chr3L	1460515	1461370	0.125849	0.144033	0.121667
chr3L	1461393	1461794	0.021140	0.035145	0.023094
chr3L	1461840	1462457	0.121473	0.194159	0.145654
chr3L	1462458	1463187	-0.190570	-0.211150	-0.142728
chr3L	1463200	1464853	0.225886	0.291846	0.169113
chr3L	1464899	1466043	0.103469	0.133353	0.076534
chr3L	1466116	1466939	0.120422	0.297094	0.164100
chr3L	1467022	1467579	0.013893	0.024069	0.015896
chr3L	1467597	1469127	0.114472	0.102993	0.082369
chr3L	1469141	1469859	0.105783	0.122271	0.084316
chr3L	1469899	1470568	-0.156590	-0.242380	-0.143077
chr3L	1470592	1471427	-0.040882	-0.179214	-0.043097
chr3L	1471442	1471978	-0.379219	-0.699410	-0.322484
chr3L	1472051	1472991	0.022158	0.039785	0.019753
chr3L	1473019	1473616	0.012879	0.014949	0.013747
chr3L	1473691	1474832	-0.057618	-0.131198	-0.052121
chr3L	1474852	1475935	-0.117080	-0.251509	-0.128226
chr3L	1475983	1476655	0.098685	0.141188	0.107077
chr3L	1476727	1477544	-0.244250	-0.967427	-0.243951
chr3L	1477553	1478086	0.450396	0.567661	0.435311
chr3L	1478109	1478924	-0.329985	-0.600292	-0.331420
chr3L	1478934	1479702	-0.439636	-1.191433	-0.326434
chr3L	1479716	1480549	0.098322	0.124335	0.095979
chr3L	1480566	1481256	0.068186	0.136849	0.074862
chr3L	1481418	1482185	0.069162	0.121578	0.067722
chr3L	1482193	1482758	0.125094	0.171313	0.114066
chr3L	1482821	1483660	0.091094	0.123852	0.087121
chr3L	1483672	1485100	-0.016608	-0.019031	-0.012256
chr3L	1485190	1487721	0.359175	0.158356	0.126543
chr3L	1487742	1488459	0.201494	0.231156	0.173821
chr3L	1488505	1488724	0.294155	0.371783	0.316065
chr3L	1488746	1490701	-0.229089	-0.532334	-0.123430
chr3L	1490738	1491933	0.009821	0.016619	0.008219
chr3L	1491941	1493358	0.021915	0.027805	0.018098
chr3L	1493421	1494669	-0.063927	-0.080938	-0.062384
chr3L	1494699	1495780	0.288374	0.233381	0.195417
chr3L	1495828	1496815	0.245844	0.334559	0.257887
chr3L	1496823	1498304	0.002993	0.002326	0.001934
chr3L	1498553	1499141	0.091145	0.067947	0.055145
chr3L	1499171	1502043	-0.021019	-0.015956	-0.011033
chr3L	1502145	1503203	0.442222	0.339636	0.182785
chr3L	1503310	1504594	0.161307	0.102915	0.088578
chr3L	1504711	1505608	-0.064419	-0.061241	-0.040415
chr3L	1505662	1514072	0.077760	0.196922	0.047390
chr3L	1514074	1514673	-0.130861	-0.097351	-0.036249
chr3L	1514686	1515452	0.409854	0.508786	0.319987
chr3L	1515463	1516274	-0.080300	-0.084493	-0.068909
chr3L	1516276	1517516	0.020045	0.027848	0.018147
chr3L	1517690	1519337	0.480485	0.425958	0.366728
chr3L	1519342	1520162	-0.158264	-0.455599	-0.090843
chr3L	1520267	1521030	-0.010404	-0.014812	-0.004617
chr3L	1521035	1522125	0.178333	0.225319	0.153317
chr3L	1522386	1522977	0.001766	0.006150	0.001836
chr3L	1522978	1523580	-0.010186	-0.024506	-0.008279
chr3L	1523631	1524295	0.274167	0.409360	0.319551
chr3L	1524313	1524997	-0.029628	-0.068865	-0.028219
chr3L	1525002	1526063	-0.166569	-0.192829	-0.113506
chr3L	1526071	1526996	-0.056102	-0.062089	-0.041692
chr3L	1527007	1527658	0.126422	0.102585	0.086215
chr3L	1527751	1528799	0.189129	0.184143	0.122016
chr3L	1528836	1530043	0.105910	0.057947	0.038963
chr3L	1530075	1530704	-0.015016	-0.036153	-0.017131
chr3L	1530742	1531232	-0.159272	-0.572319	-0.125201
chr3L	1531261	1531857	0.161426	0.270443	0.172801
chr3L	1531890	1532924	-0.023720	-0.076847	-0.032856
chr3L	1532928	1533816	-0.110991	-0.103330	-0.080889
chr3L	1533917	1534453	0.550830	0.738038	0.603246
chr3L	1534483	1536175	0.173207	0.294625	0.161013
chr3L	1536405	1537030	0.102046	0.239712	0.141232
chr3L	1537058	1538252	-0.067673	-0.228047	-0.075294
chr3L	1538283	1538959	0.402436	0.572617	0.414765
chr3L	1539115	1539939	0.221196	0.299992	0.270251
chr3L	1539948	1541065	-0.031123	-0.084193	-0.053410
chr3L	1541097	1542478	0.047352	0.086460	0.056809
chr3L	1542483	1543621	-0.069767	-0.104037	-0.070037
chr3L	1543676	1545228	-0.183492	-0.328680	-0.150753
chr3L	1545336	1545978	-0.140947	-0.211452	-0.136536
chr3L	1545996	1547357	0.111271	0.120657	0.096795
chr3L	1547433	1547924	-0.222650	-0.275537	-0.199059
chr3L	1547925	1548613	-0.078059	-0.145593	-0.105418
chr3L	1548682	1549178	0.232065	0.293922	0.195855
chr3L	1549191	1549723	-0.075021	-0.077726	-0.060811
chr3L	1549736	1550410	0.415614	0.406120	0.332983
chr3L	1550412	1551030	-0.170905	-0.397957	-0.216160
chr3L	1551050	1551552	-0.261495	-1.478708	-0.360817
chr3L	1551591	1552470	0.006645	0.029417	0.014617
chr3L	1552596	1554072	-0.000628	-0.000729	-0.000465
chr3L	1554122	1554872	0.384362	0.364800	0.280326
chr3L	1554881	1555350	-0.195561	-0.684268	-0.262758
chr3L	1555352	1556239	-0.032526	-0.040578	-0.030478
chr3L	1556383	1557760	0.173824	0.353216	0.121992
chr3L	1557903	1559077	0.155821	0.202556	0.137343
chr3L	1559132	1559449	0.368696	0.333480	0.312997
chr3L	1559647	1560573	-0.091351	-0.092018	-0.064102
chr3L	1560593	1561380	-0.170791	-0.202568	-0.133865
chr3L	1561509	1562382	0.123450	0.217733	0.134789
chr3L	1562424	1563450	0.119112	0.140928	0.106057
chr3L	1563460	1564233	-0.098420	-0.208273	-0.118725
chr3L	1564267	1564923	0.119310	0.216219	0.131053
chr3L	1564926	1566108	-0.182666	-1.181415	-0.184411
chr3L	1566129	1566777	-0.064403	-0.055905	-0.042930
chr3L	1566855	1568081	0.218105	0.199233	0.179308
chr3L	1568295	1568875	-0.287574	-1.834342	-0.293965
chr3L	1568909	1569451	-0.064134	-0.055687	-0.044593
chr3L	1569508	1570563	-0.123647	-0.186602	-0.072450
chr3L	1570596	1571143	0.009369	0.033446	0.014676
chr3L	1571199	1571774	0.135405	0.192684	0.139000
chr3L	1571782	1572519	0.061425	0.101575	0.077213
chr3L	1572643	1573206	0.127377	0.203517	0.127704
chr3L	1573323	1574824	-0.070357	-0.101409	-0.074012
chr3L	1574876	1575591	0.185376	0.259101	0.158738
chr3L	1575596	1576561	0.102938	0.233107	0.128914
chr3L	1576593	1577210	0.154398	0.249912	0.210639
chr3L	1577281	1577956	-0.177912	-0.253093	-0.141905
chr3L	1577986	1578549	-0.200224	-0.603940	-0.156737
chr3L	1578553	1579202	0.113053	0.180074	0.153774
chr3L	1579224	1579957	0.361924	0.585488	0.303291
chr3L	1579977	1580626	0.416331	0.629528	0.540270
chr3L	1580691	1581472	-0.117799	-0.519213	-0.144313
chr3L	1581481	1582441	0.160405	0.231845	0.166109
chr3L	1582442	1583085	-0.185399	-2.977736	-0.185469
chr3L	1583103	1583805	0.003468	0.009212	0.004606
chr3L	1583841	1584172	0.203436	0.172325	0.151534
chr3L	1584180	1584943	0.120819	0.147267	0.104260
chr3L	1585022	1585733	0.160331	0.188220	0.159451
chr3L	1585841	1586311	0.111355	0.267153	0.135435
chr3L	1586315	1587288	0.031345	0.043595	0.036289
chr3L	1587418	1588147	-0.341080	4.024959	-0.289152
chr3L	1588162	1588858	0.029436	0.035328	0.023443
chr3L	1588932	1589336	-0.028022	-0.037046	-0.023677
chr3L	1589405	1590095	0.082773	0.135581	0.097377
chr3L	1590097	1590578	-0.052159	-0.207773	-0.076062
chr3L	1590592	1591283	-0.108574	-0.265354	-0.142408
chr3L	1591343	1592346	0.092583	0.125200	0.099314
chr3L	1592359	1593720	0.246912	0.164613	0.115657
chr3L	1593927	1594983	-0.181848	-0.242471	-0.159129
chr3L	1595031	1595760	0.037508	0.055341	0.037830
chr3L	1595800	1596819	-0.042008	-0.074527	-0.052081
chr3L	1596867	1597455	0.018598	0.039396	0.018592
chr3L	1597464	1598284	0.143841	0.165294	0.109962
chr3L	1598313	1599084	0.001167	0.002776	0.001359
chr3L	1599144	1599829	-0.043714	-0.107514	-0.058845
chr3L	1599875	1600865	0.049904	0.068218	0.045082
chr3L	1601099	1601772	0.079896	0.101728	0.091967
chr3L	1601784	1602557	0.125266	0.122503	0.105951
chr3L	1602621	1603406	-0.109502	-0.143204	-0.088795
chr3L	1603409	1604012	0.172696	0.252277	0.176059
chr3L	1604069	1604465	0.054816	0.114625	0.083356
chr3L	1604471	1604877	0.141435	0.280231	0.178454
chr3L	1604932	1605530	-0.230350	-0.624104	-0.184583
chr3L	1605535	1606000	0.173616	0.253332	0.197546
chr3L	1606042	1606948	0.075855	0.135303	0.084934
chr3L	1606950	1607569	-0.255270	1.511572	-0.251139
chr3L	1607590	1608081	0.134481	0.161646	0.108826
chr3L	1608125	1608549	-0.191375	-0.396662	-0.239146
chr3L	1608564	1609042	-0.070245	-0.186802	-0.069083
chr3L	1609059	1609767	-0.162821	-1.015921	-0.149016
chr3L	1609800	1610446	-0.104460	-0.226861	-0.126648
chr3L	1610451	1611346	-0.472386	-0.870555	-0.405676
chr3L	1611358	1611843	-0.014506	-0.038366	-0.019893
chr3L	1611853	1612666	0.128206	0.129790	0.116752
chr3L	1612684	1613053	-0.039281	-0.090810	-0.055690
chr3L	1613090	1613429	-0.066740	-0.210429	-0.080404
chr3L	1613430	1613893	-0.018710	-0.035106	-0.024353
chr3L	1613938	1615013	-0.166505	-0.377398	-0.166866
chr3L	1615032	1615373	0.141407	0.332148	0.291276
chr3L	1615384	1615864	0.249573	0.456479	0.339287
chr3L	1615894	1616295	0.004607	0.004707	0.003720
chr3L	1616359	1617023	0.049606	0.133739	0.058217
chr3L	1617024	1617559	0.258435	0.404576	0.263333
chr3L	1617601	1618802	0.195486	0.292792	0.247853
chr3L	1618819	1619445	0.065927	0.066669	0.051393
chr3L	1619460	1619910	-0.095859	-0.260028	-0.181158
chr3L	1619937	1620929	-0.163630	-0.181263	-0.138926
chr3L	1620962	1621454	-0.089401	-0.085791	-0.070286
chr3L	1621456	1622182	0.090459	0.102722	0.078332
chr3L	1622186	1622825	0.310459	0.251899	0.230834
chr3L	1622842	1623484	-0.130530	-0.039597	-0.033573
chr3L	1623514	1624095	-0.054279	-0.071887	-0.054395
chr3L	1624194	1624860	0.020936	0.022305	0.016511
chr3L	1624875	1625421	0.326088	0.385339	0.342418
chr3L	1625516	1627539	0.071813	0.224508	0.098547
chr3L	1627635	1628440	0.075676	0.100024	0.070923
chr3L	1628442	1629024	-0.013518	-0.027493	-0.018718
chr3L	1629042	1629683	0.599644	0.595846	0.376099
chr3L	1629698	1630535	-0.251602	-0.682091	-0.197877
chr3L	1630545	1631582	-0.020718	-0.075503	-0.044600
chr3L	1631626	1633012	-0.039915	-0.074603	-0.046721
chr3L	1633123	1634298	-0.022537	-0.071035	-0.024925
chr3L	1634317	1635343	-0.390360	-1.655731	-0.299696
chr3L	1635352	1636356	0.047839	0.065558	0.055068
chr3L	1636410	1637334	-0.009634	-0.006600	-0.004785
chr3L	1637344	1637984	-0.102683	-0.085520	-0.066366
chr3L	1637990	1638926	-0.277913	-2.844522	-0.395542
chr3L	1638953	1639536	-0.252057	-55.246634	-0.495832
chr3L	1639574	1640583	-0.152531	-1.008379	-0.233426
chr3L	1640672	1641632	0.120527	0.116186	0.094264
chr3L	1641665	1643234	-0.018300	-0.064024	-0.023922
chr3L	1643240	1644178	0.168741	0.327549	0.214075
chr3L	1644232	1645682	0.201486	0.313920	0.262674
chr3L	1645787	1646740	0.213914	0.354407	0.235788
chr3L	1646742	1647215	-0.027160	-0.038118	-0.027286
chr3L	1647242	1647719	0.014762	0.045573	0.020511
chr3L	1647760	1648381	0.029736	0.062395	0.044170
chr3L	1648426	1649558	-0.006454	-0.007513	-0.006268
